conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;label
1917714747690213459;Wed Apr 30 23:59:28 +0000 2025;0;@KamandanunGaPak Sayang nya pak presiden @prabowo subianto tidak merasa terhina ketika preman menghina purnawirawan bau tanah sekelas pak sutyoso pendidikan militer dan pencapaian nya luar biasa seenak nya di hina oleh preman di biarkan oleh Presiden seakan situasi ini sengaja diciptakan ?;1917730552284918244;;KamandanunGaPak;in;;0;0;0;https://x.com/routers40525/status/1917730552284918244;1675011538460229633;routers40525;positive
1917581831421190477;Wed Apr 30 23:58:49 +0000 2025;0;@H4T14K4LN4L42 @prabowo @Gerindra @DPR_RI oowh pantas.. begini caramu mendoktrin diri sendiri dgn selalu mendengarkan berita2 negatif berulang ulang hingga mempertebal kebencianmu;1917730391651410091;;H4T14K4LN4L42;in;;0;0;0;https://x.com/TeknikAgun97364/status/1917730391651410091;1840724740555841536;TeknikAgun97364;positive
1917692203566260477;Wed Apr 30 23:57:12 +0000 2025;1;@STresnowati1 @SBYudhoyono @prabowo @aniesbaswedan @mohmahfudmd @DokterTifa dulu jika ada cendikiawan muslim berhasil menemukan bukti ilmiah maka mereka menguji dan mendiskusikannya klo sekarang para cendekiawan muslim di Indonesia ya kek pecundang duduk manis menonton sambil menunggu waktunya mereka bisa memanfaatkan situasi yang menguntungkan.. ;1917729984682287162;;STresnowati1;in;;0;0;1;https://x.com/mentri_kucing/status/1917729984682287162;1875364271397466114;mentri_kucing;positive
1917728970172477561;Wed Apr 30 23:53:10 +0000 2025;0;OK gas ...Indonesia Emas nih pak @prabowo @gibran_tweet l berkas kerja keras kalian kita memimpin klasemen pengangguran ke 1 di Asean. Kinerja kalian sangat memuaskan mayoritas para pengangguran. Siapa yang yg hendak kalian utus untuk menerima penghargaan ini ?;1917728970172477561;;;in;;0;0;0;https://x.com/donecorner/status/1917728970172477561;1838798964340199424;donecorner;positive
1917692203566260477;Wed Apr 30 23:52:18 +0000 2025;0;@STresnowati1 @SBYudhoyono @prabowo @aniesbaswedan @mohmahfudmd @DokterTifa punya mantan presiden yang pendendam masa' baru sekarang ngelaporin pas udah di luar jabatan presiden trelihat sekali politisnya kalo dia bener negarawan tinggal tunjukin ijazah asli dan berkata Ok semuanya selesai dan saya nggak akan tuntut siapapun maka semua akan kagum;1917728750101487732;;STresnowati1;in;;0;0;0;https://x.com/darmaone911/status/1917728750101487732;1459082869054185480;darmaone911;positive
1917692203566260477;Wed Apr 30 23:42:26 +0000 2025;0;@STresnowati1 @SBYudhoyono @prabowo @aniesbaswedan @mohmahfudmd @DokterTifa Semua akan terbongkar jika Hukum di Indonesia ini benar2 di jalankan dan Aparatur Penegak Hukum nya JUJUR . Maka apa yg diharapkan Rakyat Indonesia dan Presiden bisa terkabulkan. Hukum jika bersalah jangan di lindungi atau ditutup²i.... Bersatulah Negarawan Indonesia...;1917726266654089638;;STresnowati1;in;;0;0;0;https://x.com/Putrabutar3816/status/1917726266654089638;1662672030700036097;Putrabutar3816;positive
1917530430217281961;Wed Apr 30 23:41:52 +0000 2025;0;@Adeyadi78972087 @Anak__Ogi @prabowo Semoga Tuhan mencintai negeri ini dibimbing ke jalan yg lebih baik dan penuh keberkahan Amiin;1917726123804483815;;Adeyadi78972087;in;;0;0;0;https://x.com/Robinbinbin1/status/1917726123804483815;1341136537;Robinbinbin1;positive
1917723988564009325;Wed Apr 30 23:33:23 +0000 2025;0;SURAT TERBUKA BUAT TOKOH BANGSA Yang Terhormat pak @SBYudhoyono . @prabowo . @aniesbaswedan @mohmahfudmd Beriring video dan narasi dari bu @DokterTifa yg sangat bagus. https://t.co/zK9D5jzYc1;1917723988564009325;;;in;;1;0;0;https://x.com/EkoDwiSant73293/status/1917723988564009325;1769719017647071232;EkoDwiSant73293;positive
1917566490670477565;Wed Apr 30 23:31:22 +0000 2025;0;@OggyZilly43173 Indonesia berbenah mantap pak presiden prabowo tegakkan keadilan hukum d indonesia;1917723482353459477;;OggyZilly43173;in;;0;0;0;https://x.com/deddykunto22/status/1917723482353459477;1915272903576477697;deddykunto22;positive
1917720075358069215;Wed Apr 30 23:26:59 +0000 2025;0;apalagi sex education berat. ‍️ tanpa dukungan dan perlindungan pemerintah ya susah. emang akan terdengar kontradiktif tapi sedari awal kepepimpinan prabowo emang kayanya visinya mau melenyakan kemiskinan dgn membunuh orang miskin. so I don't surprise toh pilihan kalian.;1917722380358803501;;kinderrry;in;;0;1;0;https://x.com/kinderrry/status/1917722380358803501;1106788087399477248;kinderrry;positive
1917692203566260477;Wed Apr 30 23:25:35 +0000 2025;1;@STresnowati1 @SBYudhoyono @prabowo @aniesbaswedan @mohmahfudmd @DokterTifa Lanjutkan kk perjuangannya semangat sehat sukses ️;1917722028846768166;;STresnowati1;in;;0;0;0;https://x.com/ahmadju82696588/status/1917722028846768166;1540917053959200768;ahmadju82696588;positive
1917692203566260477;Wed Apr 30 23:24:11 +0000 2025;23;@STresnowati1 @SBYudhoyono @prabowo @aniesbaswedan @mohmahfudmd @DokterTifa Sadar atau tidak sudah 10 tahun Indonesia gaduh tiada henti. Semoga para tokoh bangsa yang masih punya hati nurani dan akal sehat bukan hanya bersuara tapi bertindak menghentikan kegaduhan yang tiada henti.;1917721673710862408;;STresnowati1;in;;0;3;5;https://x.com/ahas4j4/status/1917721673710862408;4915110912;ahas4j4;positive
1917692203566260477;Wed Apr 30 23:23:11 +0000 2025;6;@STresnowati1 @SBYudhoyono @prabowo @aniesbaswedan @mohmahfudmd @DokterTifa Ini lah pertarungan yg sesungguhnya akan membedakan diantara golongan kebaikan dan kejahatan ;1917721422404935785;;STresnowati1;in;;1;1;0;https://x.com/FauzyIyah/status/1917721422404935785;532937429;FauzyIyah;positive
1917721242909696301;Wed Apr 30 23:22:28 +0000 2025;4;Pak @prabowo coba bayangkan apbl Rakyat membayangkan seperti ini..! @HumorJonTampan @NgkongRoses @Dharma_tc @TOPssttt @Opposite6888;1917721242909696301;;;in;;0;1;1;https://x.com/Megatop99/status/1917721242909696301;278039207;Megatop99;positive
1892212188506685840;Wed Apr 30 23:11:44 +0000 2025;1;@KareemMajestic @prabowo Wah anda cerdas.;1917718542717444355;;KareemMajestic;in;;0;0;0;https://x.com/wahyutakgentar/status/1917718542717444355;1146158149692317697;wahyutakgentar;positive
1917718508265447561;Wed Apr 30 23:11:36 +0000 2025;0;Harga emas gelondongan kayak gitu gak sama dengan harga emas logam mulia bersertifikat ya adick-adick. Kalopun itu emas murni paling kena di 800 rb per gram harganya bisa kurang. Kalo gak murni ya lebih murah lagi. Jadi anggep kalau dia bisa jual itu paling dapet 8-15 milyar;1917718508265447561;;;in;;0;1;0;https://x.com/kelixmann/status/1917718508265447561;1425377301953277953;kelixmann;positive
1917718260524671127;Wed Apr 30 23:10:37 +0000 2025;0;@KemnakerRI pasti bangga Iy kan @officialMKRI Apalagi bapak @prabowo 19juta lapker @DPR_RI yg bukan lagi corong masyarakat ;1917718260524671127;;KemnakerRI;in;;0;0;0;https://x.com/LaiElfrid/status/1917718260524671127;1978790995;LaiElfrid;positive
1917692203566260477;Wed Apr 30 23:10:32 +0000 2025;4;@STresnowati1 @SBYudhoyono @prabowo @aniesbaswedan @mohmahfudmd @DokterTifa Setuju untuk dituntaskan lwt pengadilan biar rakyat indonesia tahu mana yg benar. Sekelas institusi ugm sj tdk dipercaya bahkan aktivis yg tergabung dlm BEM ugm yg selalu kritis ke pemerintahan jokowi jg tdk dipercaya apalagi kagama sbg wadah para alumni ugm. Mari jg persatuan;1917718237678297098;;STresnowati1;in;;0;0;0;https://x.com/Budisuryanto87/status/1917718237678297098;1690501236121014272;Budisuryanto87;positive
1917200062100443156;Wed Apr 30 23:02:08 +0000 2025;5;"@monohime_ Pemimpin cerminan rakyatnya !! Rakyat Indonesia sukanya memilih type2 =&gt; Jokowi Prabowo Gibran Dedy Mulyadi bahkan jika Bahlil maju pun akan ikut dipilih";1917716127515312147;;monohime_;in;;0;0;0;https://x.com/DJ_Luvly/status/1917716127515312147;344063362;DJ_Luvly;positive
1917620525918281772;Wed Apr 30 22:59:38 +0000 2025;0;@kompascom Yeayyyyy selamat pak prabowo;1917715496797102475;;kompascom;in;;0;0;0;https://x.com/chikinreesuda46/status/1917715496797102475;1296784770278420486;chikinreesuda46;positive
1917692203566260477;Wed Apr 30 22:58:35 +0000 2025;2;@STresnowati1 @SBYudhoyono @prabowo @aniesbaswedan @mohmahfudmd @DokterTifa Jadilah Panutan yang Wajib dicontoh melihat Carut Marut negeri ini..!️;1917715230794342580;;STresnowati1;in;;0;1;3;https://x.com/ReadOne19907/status/1917715230794342580;1869995130742362112;ReadOne19907;positive
1917692203566260477;Wed Apr 30 22:51:56 +0000 2025;2;@STresnowati1 @SBYudhoyono @prabowo @aniesbaswedan @mohmahfudmd @DokterTifa Mereka sudah hidup NYAMAN pasti lupa akan JANJINYA. beda lagi mereka lagi BUTUH rakyatnya pasti sangat antusias untuk cari PAMOR.;1917713558651236718;;STresnowati1;in;;0;0;0;https://x.com/surpa_i/status/1917713558651236718;1202250082793345024;surpa_i;positive
