conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;label
1884750258414194945;Wed Jan 29 23:47:33 +0000 2025;0;Hari ini aku bangga banget sama masyarakat yang dukung ketegasan Prabowo dalam hukum #PertegasHukumIndonesia https://t.co/tdh47yP6Vp;1884750258414194945;https://pbs.twimg.com/ext_tw_video_thumb/1884750033473724416/pu/img/TWFbV_e6sJqyr4ii.jpg;;in;;0;0;0;https://x.com/waima_tzkiyah/status/1884750258414194945;1688823791538130944;waima_tzkiyah;positive
1884603868665012667;Wed Jan 29 23:41:34 +0000 2025;4;@alisyarief @chenk_koq_099 Sampai kpn pun @Prabowo tetap dibawah bayang-bayang @Jokowi. Karena Jokowi merasa dialah yg paling berjasa mengantarkan Prabowo menjadi RI I yg berpasangan dengan #Fufufafa. Bahkan sebahagian besar mentri ex Jokowi yg kini dlm kabinet Prabowo tetap sowan dan setia pada Jokowi https://t.co/xQONqLWaEs;1884748755792171050;https://pbs.twimg.com/media/Gif5ASqaYAAtPto.jpg;alisyarief;in;;0;1;2;https://x.com/DMieaceh80579/status/1884748755792171050;1813506920973762560;DMieaceh80579;positive
1883887504765665318;Wed Jan 29 23:40:37 +0000 2025;0;@raffi1133 @niwseir Tidak ada kata mundur dalam memberantas korupsi! Prabowo adalah garda terdepan bagi negeri ini!;1884748514867240986;;raffi1133;in;;0;0;0;https://x.com/nahra_zaneba21/status/1884748514867240986;1683324409938087936;nahra_zaneba21;positive
1884056135793283550;Wed Jan 29 23:36:21 +0000 2025;0;@TeddGus Pak Tedy bangun pak dari mimpimu. Presiden sudah pak Prabowo.;1884747441700036726;;TeddGus;in;;0;0;0;https://x.com/EmanSirade/status/1884747441700036726;1739189390650572800;EmanSirade;positive
1884747161184993612;Wed Jan 29 23:35:14 +0000 2025;0;Ya bertamu ke mana saja boleh. Rakyat juga diperbolehkan bertemu dengan Presiden RI @prabowo KALAU LAGI NGGA SIBUK.;1884747161184993612;;;in;;0;0;0;https://x.com/SaptaEngine/status/1884747161184993612;1452548235944357888;SaptaEngine;positive
1884190216761794603;Wed Jan 29 23:31:05 +0000 2025;0;@Dennysiregar7 @prabowo fufufafaku lbh keren;1884746115255533988;;Dennysiregar7;in;;0;0;0;https://x.com/sejahterahman/status/1884746115255533988;2425211274;sejahterahman;positive
1884738486286065975;Wed Jan 29 23:30:14 +0000 2025;2;@Karinbahary2 @Kimberley_PS08 @are_inismyname @ajengcute16__ @03__nakula @kurawa Bapak @prabowo masih betah dgn membereskan kerjaan @jokowi Min @Gerindra gmn pendapatnya;1884745900813390216;;Karinbahary2;in;;0;0;0;https://x.com/HaryAri6/status/1884745900813390216;1262625109182828544;HaryAri6;positive
1884587618211688816;Wed Jan 29 23:28:33 +0000 2025;0;@paipiapaipia Presiden kita banyak yg intelek memang selain @prabowo @SBYudhoyono juga kutu buku Berat itu bukunya Fukuyama kalau mau nambahin kehanggatan bukunya Michael S. Kimmel yang A Sociological Interpretation ya lumayan;1884745477612244997;;keharyapatihan;in;;0;0;0;https://x.com/Robinbinbin1/status/1884745477612244997;1341136537;Robinbinbin1;positive
1884116961984143650;Wed Jan 29 23:28:21 +0000 2025;0;@BosPurwa @prabowo @ListyoSigitP Tidak ditemukan niat jahat orang malah baik kok saling berbagi.;1884745427804934306;;BosPurwa;in;;0;0;0;https://x.com/MobileNav1/status/1884745427804934306;1645592014573146112;MobileNav1;positive
1884406533263614059;Wed Jan 29 23:24:54 +0000 2025;1;@Srik4ndiMuslim2 Tetap semangat sehat dan selamat pak Said Didu. Semoga pak @prabowo mendengar dan tergerak untuk menjalankan dengan sungguh-sungguh kewajibannya sebagai presiden.... ;1884744559122591926;;Srik4ndiMuslim2;in;;0;0;0;https://x.com/rahadian_ks/status/1884744559122591926;1460641601814892548;rahadian_ks;positive
1884587618211688816;Wed Jan 29 23:12:20 +0000 2025;15;@muh_alimaruf @paipiapaipia @prophetofzorck Tapi lihat kariernya Prabowo agak mirip Ieyasu ya menangnya pas akhir sehabis kompromi dengan rival politik;1884741397884056046;;muh_alimaruf;in;;0;0;0;https://x.com/MaiZen45/status/1884741397884056046;1267582189769613312;MaiZen45;positive
1884575740261228650;Wed Jan 29 23:07:27 +0000 2025;0;@geloraco Fokus saja membantu dan mengamankan pak Presiden @prabowo fakta yang terlihat jelas tak perlu survey dan diperdebatkan. Mayor Teddy memang vital jelas kerjanya dan masih muda.;1884740166067380614;;geloraco;in;;0;0;0;https://x.com/alexander19th/status/1884740166067380614;522655416;alexander19th;positive
1884739759765151857;Wed Jan 29 23:05:50 +0000 2025;0;Keren banget Indonesia saat seluruh masyarakat bersatu dukung ketegasan presiden Prabowo #PertegasHukumIndonesia https://t.co/WYu7pF62Gg;1884739759765151857;https://pbs.twimg.com/ext_tw_video_thumb/1884739629871747072/pu/img/JKA0fCEr8E9mPzX4.jpg;;in;;0;0;0;https://x.com/haris_kurnia3/status/1884739759765151857;1691336715364143104;haris_kurnia3;positive
1884731430510690591;Wed Jan 29 22:32:44 +0000 2025;0;Prabowo tegas kita ikut bangga dan semangat mendukung #PertegasHukumIndonesia;1884731430510690591;;;in;;0;0;0;https://x.com/umar_krnwn9/status/1884731430510690591;1687331988267761664;umar_krnwn9;positive
1884731162880598371;Wed Jan 29 22:31:40 +0000 2025;0;Salut untuk Pak Prabowo yang tegas dan konsisten di bidang hukum #PertegasHukumIndonesia;1884731162880598371;;;in;;0;0;0;https://x.com/raisya_miku6/status/1884731162880598371;1694220852479631360;raisya_miku6;positive
1884206053430288574;Wed Jan 29 22:31:23 +0000 2025;0;@mhuseinali @prabowo Poin nomer 1 terwujud harus nya lumayan bikin lega apbn sih. Soalnya perusahaan2 BUMN itu kinerja nya suka ngasal mentang2 sokongan dana nya ada terus jd kl rugi nothing to lose.;1884731089836793930;;mhuseinali;in;;0;0;0;https://x.com/dewiadwinda/status/1884731089836793930;79392294;dewiadwinda;positive
1884730558955348170;Wed Jan 29 22:29:16 +0000 2025;0;Keren abis dukungan buat hukum tegas ala Prabowo makin besar dari rakyat #PertegasHukumIndonesia https://t.co/ufgva6sPtH;1884730558955348170;https://pbs.twimg.com/ext_tw_video_thumb/1884730431704358914/pu/img/9ukEHQLMxjAUv41i.jpg;;in;;0;0;0;https://x.com/ahmad_faldan1/status/1884730558955348170;1690943912213626880;ahmad_faldan1;positive
1884730548901564922;Wed Jan 29 22:29:14 +0000 2025;2;Salut buat Pak Prabowo yang tegas banget di bidang hukum semua warga Indonesia support banget #PertegasHukumIndonesia https://t.co/agsP9LYr9v;1884730548901564922;https://pbs.twimg.com/ext_tw_video_thumb/1884730452587741184/pu/img/pxhBqXRJX4fL4u9q.jpg;;in;;0;1;0;https://x.com/farhan28289/status/1884730548901564922;1542909253627019270;farhan28289;positive
1884730511043813391;Wed Jan 29 22:29:05 +0000 2025;0;Hebat ketegasan Presiden Prabowo di hukum dapet dukungan ok! dari rakyat Indonesia #PertegasHukumIndonesia https://t.co/SbGfHgOF6p;1884730511043813391;https://pbs.twimg.com/ext_tw_video_thumb/1884730398724546562/pu/img/tRBGEFXdiNh8Dwru.jpg;;in;;0;0;0;https://x.com/nasha_tahira2/status/1884730511043813391;1688803118816124930;nasha_tahira2;positive
1884052066164957555;Wed Jan 29 22:28:25 +0000 2025;0;@Gerindra Pak prabowo adalah koentji elektabilitas naik. Semoga konsisten membantu masyarakat;1884730343733026837;;Gerindra;in;;0;0;0;https://x.com/Gilang_Brebes/status/1884730343733026837;3246091987;Gilang_Brebes;positive
1884730113323131305;Wed Jan 29 22:27:30 +0000 2025;0;Bangga banget sama ketegasan hukum Pak Prabowo sama-sama kita support ya #PertegasHukumIndonesia https://t.co/HBx4ZwnfSw;1884730113323131305;https://pbs.twimg.com/ext_tw_video_thumb/1884729967864668160/pu/img/rMnWO_y0l3x2W4kc.jpg;;in;;0;0;0;https://x.com/valen_faqih2/status/1884730113323131305;1691310860696961024;valen_faqih2;positive
1884729514993082445;Wed Jan 29 22:25:07 +0000 2025;0;Bangga banget bisa dukung ketegasan Prabowo dalam hukum Indonesia #PertegasHukumIndonesia;1884729514993082445;;;in;;0;0;0;https://x.com/rosa_amelia200/status/1884729514993082445;1687015038224388096;rosa_amelia200;positive
1884729471305203929;Wed Jan 29 22:24:57 +0000 2025;0;Bangga banget lihat Indonesia bareng-bareng dukung Prabowo dalam hukum #PertegasHukumIndonesia;1884729471305203929;;;in;;0;0;0;https://x.com/nur_wahyuni99/status/1884729471305203929;1702531880925683712;nur_wahyuni99;positive
1884729437616562497;Wed Jan 29 22:24:49 +0000 2025;0;Kita harus bangga punya pemimpin kayak Pak Prabowo yang tegas dalam hukum #PertegasHukumIndonesia;1884729437616562497;;;in;;0;0;0;https://x.com/daisha_sakib/status/1884729437616562497;1684410583880466433;daisha_sakib;positive
1884728527716843604;Wed Jan 29 22:21:12 +0000 2025;0;Salut buat ketegasan hukum dari Presiden Prabowo kita semua dukung #PertegasHukumIndonesia;1884728527716843604;;;in;;0;0;0;https://x.com/ahmad_juman33/status/1884728527716843604;1696733279234433024;ahmad_juman33;positive
1884727868540018823;Wed Jan 29 22:18:35 +0000 2025;0;Salut buat Prabowo yang nggak ragu buat tegas di hukum masyarakat pasti dukung #PertegasHukumIndonesia;1884727868540018823;;;in;;0;0;0;https://x.com/naza_sabiha4/status/1884727868540018823;1684474579874717699;naza_sabiha4;positive
1884727723131822387;Wed Jan 29 22:18:00 +0000 2025;0;Bangga banget jadi warga Indonesia yang dukung ketegasan hukum Prabowo #PertegasHukumIndonesia https://t.co/RUNk6WKiU6;1884727723131822387;https://pbs.twimg.com/ext_tw_video_thumb/1884727583864217605/pu/img/jqfuM6OH-jDRYze0.jpg;;in;;0;0;0;https://x.com/rizqiyah_mala/status/1884727723131822387;1692392042834612224;rizqiyah_mala;positive
1884727538192441646;Wed Jan 29 22:17:16 +0000 2025;0;"100 Hari Pemerintahan Presiden Prabowo Resmikan PLTGU Terintegrasi Milik Pertamina &amp; Mitra Strategis Kinerja yang bagus nih https://t.co/5c55FV4czD";1884727538192441646;;;in;;0;0;0;https://x.com/susisusan99/status/1884727538192441646;1405036880836534272;susisusan99;positive
1884727321321758734;Wed Jan 29 22:16:24 +0000 2025;0;Padu banget masyarakat bareng Prabowo untuk tegakkan hukum yang tegas #PertegasHukumIndonesia https://t.co/M0sdssvuWF;1884727321321758734;https://pbs.twimg.com/ext_tw_video_thumb/1884727265894031361/pu/img/oi-VRjFUIutoVy4f.jpg;;in;;0;0;0;https://x.com/aris_singgihh24/status/1884727321321758734;1488083621063770116;aris_singgihh24;positive
1884679010359312401;Wed Jan 29 22:14:39 +0000 2025;0;@DrEvaChaniago Pak @prabowo ...lht lah dg hati yg jernih..rakyat yg SDH papa selalu jd korban ambisi mrk yg haus Kekayaan dan kkuasaan..;1884726881708368200;;DrEvaChaniago;in;;0;0;0;https://x.com/NayQol/status/1884726881708368200;1856228659142766594;NayQol;positive
1884726623125332371;Wed Jan 29 22:13:38 +0000 2025;0;Salut untuk Prabowo yang derap langkahnya memantapkan hukum #PertegasHukumIndonesia;1884726623125332371;;;in;;0;0;0;https://x.com/lili_tuti99/status/1884726623125332371;1702167118576529408;lili_tuti99;positive
1884726540661145756;Wed Jan 29 22:13:18 +0000 2025;0;Salut buat ketegasan Presiden Prabowo rakyat aman sentosa jadi prioritas #PertegasHukumIndonesia;1884726540661145756;;;in;;0;0;0;https://x.com/arta_sitompul/status/1884726540661145756;1700078093837479936;arta_sitompul;positive
1884726509937844495;Wed Jan 29 22:13:11 +0000 2025;0;"Langkah besar buat energi Indonesia nih 100 Hari Pemerintahan Presiden Prabowo Resmikan PLTGU Terintegrasi Milik Pertamina &amp; Mitra Strategis. Semoga aja bisa jadi pondasi buat Indonesia yang lebih maju dan mandiri energi! https://t.co/XkmwCej0JS";1884726509937844495;;;in;;0;0;0;https://x.com/beraskencur88/status/1884726509937844495;1425977561943662594;beraskencur88;positive
1884726281083957561;Wed Jan 29 22:12:16 +0000 2025;0;Perubahan hukum ala Prabowo bikin semua optimis Salut #PertegasHukumIndonesia;1884726281083957561;;;in;;0;0;0;https://x.com/dian_lestari80/status/1884726281083957561;1701824183909642240;dian_lestari80;positive
1884726253661675654;Wed Jan 29 22:12:10 +0000 2025;0;Good job buat Prabowo yang bawa kemajuan di bidang hukum Indonesia #PertegasHukumIndonesia;1884726253661675654;;;in;;0;0;0;https://x.com/bobby_andrian3/status/1884726253661675654;1684400098674094080;bobby_andrian3;positive
1884726093065969755;Wed Jan 29 22:11:31 +0000 2025;0;Salut buat Prabowo di bidang hukum kita semua sepakat mendukung penuh #PertegasHukumIndonesia https://t.co/3CK8vP5Fhn;1884726093065969755;https://pbs.twimg.com/ext_tw_video_thumb/1884725967727583234/pu/img/Y0VtGCTl4NmmUHrT.jpg;;in;;0;0;0;https://x.com/oktas_81586/status/1884726093065969755;1832300191644585984;oktas_81586;positive
1884725921753817386;Wed Jan 29 22:10:50 +0000 2025;0;Prabowo Subianto luar biasa dengan ketegasan hukum yang bikin semua warga support #PertegasHukumIndonesia https://t.co/4SA7SobzNQ;1884725921753817386;https://pbs.twimg.com/ext_tw_video_thumb/1884725860810579971/pu/img/T0gLgFyMuZyFa5Yx.jpg;;in;;0;0;0;https://x.com/tegar_ratno75/status/1884725921753817386;1682233092902363136;tegar_ratno75;positive
1884725497306992819;Wed Jan 29 22:09:09 +0000 2025;0;Kerja cerdas Pak Prabowo bikin hukum Indonesia tambah serius Masyarakat siap support #PertegasHukumIndonesia;1884725497306992819;;;in;;0;0;0;https://x.com/teguh_adriannn/status/1884725497306992819;1687357433579184128;teguh_adriannn;positive
